source_file,unit_index,form_type,status,cross_status,issues,stat_flags
อำเภอควนขนุน/21ตำบลแหลมโตนด.pdf,0,constituency,FAIL,OK,sum(scores.values()) does not equal ballot_valid; ballot_valid is None; ballot_no_vote is None,
อำเภอควนขนุน/21ตำบลแหลมโตนด.pdf,1,constituency,FAIL,OK,scores['อธิคม ขุนแก้ว'] is None; scores['สมเสริม ชูรักษ์'] is None,score_outlier: พ.ต.อ.พงศ์พสิษฐ์ ทองด้วง
อำเภอควนขนุน/21ตำบลแหลมโตนด.pdf,2,constituency,FAIL,OK,scores['สมเสริม ชูรักษ์'] is None,
อำเภอควนขนุน/21ตำบลแหลมโตนด.pdf,3,constituency,FAIL,OK,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total; sum(scores.values()) does not equal ballot_valid,
อำเภอควนขนุน/21ตำบลแหลมโตนด.pdf,4,constituency,FAIL,OK,sum(scores.values()) does not equal ballot_valid; ballot_valid is None,
อำเภอควนขนุน/21ตำบลแหลมโตนด.pdf,5,constituency,FAIL,MISMATCH,sum(scores.values()) does not equal ballot_valid; ballot_total is None; ballot_total differs between forms,single_party_dominance: วรท เทอดวีระพงศ์; single_party_dominance: ศุภกร ขุนชิต; single_party_dominance: พ.ต.อ.พงศ์พสิษฐ์ ทองด้วง; single_party_dominance: ภพเอกอัคร อินทรโม; single_party_dominance: นิติศักดิ์ ธรรมเพชร
อำเภอควนขนุน/21ตำบลแหลมโตนด.pdf,6,constituency,PASS,MISMATCH,ballot_total differs between forms,
อำเภอควนขนุน/21ตำบลแหลมโตนด.pdf,7,constituency,FAIL,OK,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total; sum(scores.values()) does not equal ballot_valid,
อำเภอควนขนุน/21ตำบลแหลมโตนด.pdf,8,constituency,FAIL,OK,sum(scores.values()) does not equal ballot_valid,score_outlier: พ.ต.อ.พงศ์พสิษฐ์ ทองด้วง
อำเภอควนขนุน/26ตำบลโตนดด้วน.pdf,1,constituency,FAIL,OK,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total; sum(scores.values()) does not equal ballot_valid,
อำเภอควนขนุน/26ตำบลโตนดด้วน.pdf,2,constituency,PASS,MISMATCH,ballot_total differs between forms,
อำเภอควนขนุน/26ตำบลโตนดด้วน.pdf,3,constituency,PASS,MISMATCH,ballot_total differs between forms,
อำเภอควนขนุน/26ตำบลโตนดด้วน.pdf,4,constituency,FAIL,MISMATCH,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total; sum(scores.values()) does not equal ballot_valid; ballot_total differs between forms,single_party_dominance: วรท เทอดวีระพงศ์; single_party_dominance: นิติศักดิ์ ธรรมเพชร
อำเภอควนขนุน/26ตำบลโตนดด้วน.pdf,5,constituency,FAIL,MISMATCH,sum(scores.values()) does not equal ballot_valid; ballot_total differs between forms,
อำเภอควนขนุน/26ตำบลโตนดด้วน.pdf,6,constituency,FAIL,MISMATCH,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total; sum(scores.values()) does not equal ballot_valid; ballot_total differs between forms,
อำเภอควนขนุน/26ตำบลโตนดด้วน.pdf,7,constituency,FAIL,MISMATCH,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total; sum(scores.values()) does not equal ballot_valid; ballot_total differs between forms,ballot_total_outlier; score_outlier: วรท เทอดวีระพงศ์
อำเภอควนขนุน/26ตำบลโตนดด้วน.pdf,8,constituency,FAIL,MISMATCH,sum(scores.values()) does not equal ballot_valid; ballot_total differs between forms,score_outlier: อธิคม ขุนแก้ว; score_outlier: สมเสริม ชูรักษ์
อำเภอควนขนุน/26ตำบลโตนดด้วน.pdf,9,constituency,FAIL,MISMATCH,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total; ballot_total differs between forms,
อำเภอควนขนุน/33ตำบลควนขนุน(เทศบาล).pdf,0,partylist,FAIL,OK,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total; sum(scores.values()) does not equal ballot_valid,
อำเภอควนขนุน/33ตำบลควนขนุน(เทศบาล).pdf,1,partylist,FAIL,MISMATCH,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total; sum(scores.values()) does not equal ballot_valid; ballot_total differs between forms,
อำเภอควนขนุน/33ตำบลควนขนุน(เทศบาล).pdf,2,partylist,FAIL,OK,sum(scores.values()) does not equal ballot_valid; ballot_valid is None,
อำเภอควนขนุน/33ตำบลควนขนุน(เทศบาล).pdf,3,partylist,FAIL,OK,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total; sum(scores.values()) does not equal ballot_valid,
อำเภอควนขนุน/34ตำบลควนขนุน.pdf,0,partylist,FAIL,MISMATCH,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total; sum(scores.values()) does not equal ballot_valid; ballot_total differs between forms,score_outlier: ไทยชนะ
