district,subdistrict,unit_index,form_type,vote_phase,latitude,longitude,latlong_location,ballot_total,ballot_valid,ballot_invalid,ballot_no_vote,candidate_or_party,votes,vote_share
ควนขนุน,ปันแต,10,constituency,election_day,7.734939400000001,100.0100936,ศาลาประจำหมู่บ้านบ้านทุ่งลาน,384,374,8,2,นิติศักดิ์ ธรรมเพชร,215,0.5748663101604278
ควนขนุน,ปันแต,11,constituency,election_day,7.791652699999999,99.9968167,ศาลาประจำหมู่บ้านบ้านหารเจ,336,331,3,2,นิติศักดิ์ ธรรมเพชร,101,0.30513595166163143
ควนขนุน,ปันแต,12,constituency,election_day,7.762721,100.0576457,ศาลาประจำหมู่บ้านบ้านเขากลาง,188,183,2,3,นิติศักดิ์ ธรรมเพชร,38,0.20765027322404372
ป่าพะยอม,ป่าพะยอม,0,constituency,election_day,7.8521588,99.9353318,ศาลาประจำหมู่บ้านบ้านสังแกระ,453,438,11,4,นิติศักดิ์ ธรรมเพชร,81,0.18493150684931506
ป่าพะยอม,ป่าพะยอม,1,constituency,election_day,7.7542239,99.8194682,ศาลาประจำหมู่บ้านบ้านป่าพะยอม,337,319,11,7,นิติศักดิ์ ธรรมเพชร,36,0.11285266457680251
ป่าพะยอม,ป่าพะยอม,2,constituency,election_day,7.841230299999999,99.9385037,โรงเรียนอนุบาลป่าพะยอม,357,327,10,20,นิติศักดิ์ ธรรมเพชร,46,0.14067278287461774
ป่าพะยอม,ป่าพะยอม,3,constituency,election_day,7.8521588,99.9353318,ศาลาประจำหมู่บ้านบ้านทุง,511,462,16,33,นิติศักดิ์ ธรรมเพชร,92,0.19913419913419914
ป่าพะยอม,ป่าพะยอม,4,constituency,election_day,7.851793,99.964334,ศาลาประจำหมู่บ้านบ้านประดู่หอม,397,382,6,9,นิติศักดิ์ ธรรมเพชร,124,0.32460732984293195
ป่าพะยอม,ป่าพะยอม,5,constituency,election_day,7.838677,99.863101,ศาลาประจำหมู่บ้านบ้านนาทราย,531,487,14,30,นิติศักดิ์ ธรรมเพชร,78,0.1601642710472279
ป่าพะยอม,ป่าพะยอม,6,constituency,election_day,7.8521588,99.9353318,ศาลาประจำหมู่บ้านบ้านโคกกอ,498,481,6,11,นิติศักดิ์ ธรรมเพชร,104,0.21621621621621623
ป่าพะยอม,ป่าพะยอม,7,constituency,election_day,7.8654527,99.959434,ศาลาประจำหมู่บ้านบ้านไสกุน,571,553,8,10,นิติศักดิ์ ธรรมเพชร,145,0.26220614828209765
ควนขนุน,พนมวังก์,0,constituency,election_day,7.6738819,100.0809748,ศาลาอเนกประสงค์บ้านเขานม (อบต.หลังเก่า),400,390,3,7,นิติศักดิ์ ธรรมเพชร,162,0.4153846153846154
ควนขนุน,พนมวังก์,1,constituency,election_day,7.6920875,100.0469114,ศาลาประจำหมู่บ้านบ้านระหว่างควน,631,604,13,14,นิติศักดิ์ ธรรมเพชร,196,0.32450331125827814
ควนขนุน,พนมวังก์,2,constituency,election_day,7.681553500000001,100.0052044,ศาลาประจำหมู่บ้านบ้านควนปริง,574,555,6,13,นิติศักดิ์ ธรรมเพชร,168,0.3027027027027027
ควนขนุน,พนมวังก์,3,constituency,election_day,7.653512500000001,100.0357031,โรงเรียนทุ่งยางเปล,530,508,14,8,นิติศักดิ์ ธรรมเพชร,117,0.23031496062992127
ควนขนุน,พนมวังก์,4,constituency,election_day,7.3838149,100.2598974,ศาลาประจำหมู่บ้านบ้านพนมวังก์,398,374,15,9,นิติศักดิ์ ธรรมเพชร,197,0.5267379679144385
ควนขนุน,พนมวังก์,5,constituency,election_day,7.6731922,100.0191857,ศาลาประจำหมู่บ้านบ้านทุ่งขึงหนัง,628,607,6,15,นิติศักดิ์ ธรรมเพชร,173,0.28500823723228996
ควนขนุน,พนมวังก์,6,constituency,election_day,7.688851199999999,100.0064228,ศาลาประจำหมู่บ้านบ้านไสยวน,516,491,8,17,นิติศักดิ์ ธรรมเพชร,139,0.2830957230142566
ควนขนุน,พนมวังก์,7,constituency,election_day,7.697101200000001,100.0275755,ศาลาประจำหมู่บ้านบ้านเกาะอ้ายเฒ่า,551,530,13,8,นิติศักดิ์ ธรรมเพชร,192,0.3622641509433962
ควนขนุน,พนางตุง,0,constituency,election_day,7.7777536,100.1167953,ศาลาประจำหมู่บ้านบ้านทะเลน้อย,412,392,16,4,นิติศักดิ์ ธรรมเพชร,169,0.43112244897959184
ควนขนุน,พนางตุง,1,constituency,election_day,7.7777536,100.1167953,ศาลาประจำหมู่บ้าน หมู่ที่ 2 บ้านทะเลน้อย,352,336,10,6,นิติศักดิ์ ธรรมเพชร,106,0.31547619047619047
ควนขนุน,พนางตุง,2,constituency,election_day,7.777721799999999,100.1033782,โรงเรียนควนพนางตุง,650,624,16,10,นิติศักดิ์ ธรรมเพชร,218,0.34935897435897434
ควนขนุน,พนางตุง,3,constituency,election_day,7.7346142,100.1285201,ศาลาประจำหมู่บ้านบ้านชายคลอง,367,349,9,9,นิติศักดิ์ ธรรมเพชร,96,0.27507163323782235
ควนขนุน,พนางตุง,4,constituency,election_day,7.7462876,100.1069393,ศาลาประจำหมู่บ้านบ้านท่าช้าง,659,645,10,4,นิติศักดิ์ ธรรมเพชร,203,0.3147286821705426
ควนขนุน,พนางตุง,5,constituency,election_day,7.7615069,100.1367166,ศาลาประจำหมู่บ้านบ้านไสคลิ้ง,680,655,17,8,นิติศักดิ์ ธรรมเพชร,186,0.28396946564885495
ควนขนุน,พนางตุง,6,constituency,election_day,7.767323999999999,100.08837,ศาลาประจำหมู่บ้านบ้านค่าย,483,464,11,8,นิติศักดิ์ ธรรมเพชร,23,0.04956896551724138
ควนขนุน,พนางตุง,7,constituency,election_day,7.7801171,100.0898175,ที่ทำการกำนันตำบลพนางตุง,726,696,21,9,นิติศักดิ์ ธรรมเพชร,246,0.35344827586206895
ควนขนุน,พนางตุง,8,constituency,election_day,7.734145599999999,100.0256023,ศาลาประจำหมู่บ้านบ้านปากคลองเก่า,166,163,0,3,นิติศักดิ์ ธรรมเพชร,49,0.3006134969325153
ควนขนุน,พนางตุง,9,constituency,election_day,7.789683200000001,100.0953331,โรงเรียนบ้านธรรมเถียร,632,609,16,7,นิติศักดิ์ ธรรมเพชร,85,0.13957307060755336
ควนขนุน,พนางตุง,10,constituency,election_day,7.7781796,100.118286,ศาลาประจำหมู่บ้านบ้านไทรงาม,338,328,4,6,นิติศักดิ์ ธรรมเพชร,86,0.2621951219512195
ควนขนุน,พนางตุง,11,constituency,election_day,7.7615069,100.1367166,ศาลาเฉลิมพระเกียรติบ้านปากห้วย,548,525,17,6,นิติศักดิ์ ธรรมเพชร,112,0.21333333333333335
ควนขนุน,พนางตุง,12,constituency,election_day,7.7615069,100.1367166,ศาลาเอนกประสงค์ หมู่ที่ 13,510,485,16,9,นิติศักดิ์ ธรรมเพชร,152,0.3134020618556701
ควนขนุน,มะกอกเหนือ(เทศบาล),0,constituency,election_day,7.7391571,100.0863987,วัดประดู่เรียง,400,389,6,5,นิติศักดิ์ ธรรมเพชร,56,0.14395886889460155
ควนขนุน,มะกอกเหนือ(เทศบาล),1,constituency,election_day,7.7416636,100.0695367,อาคารศูนย์ออกกำลังกาย (Fitness) ทต.มะกอกเหนือ,307,296,1,10,นิติศักดิ์ ธรรมเพชร,67,0.22635135135135134
ควนขนุน,มะกอกเหนือ(เทศบาล),2,constituency,election_day,7.736405899999999,100.0686586,อาคารอเนกประสงค์(ข้างศูนย์พัฒนาเด็กเล็กบ้านปากคลอง),374,359,5,10,นิติศักดิ์ ธรรมเพชร,72,0.20055710306406685
ควนขนุน,มะกอกเหนือ(เทศบาล),3,constituency,election_day,7.7416636,100.0695367,ศาลาเฉลิมพระเกียรติ ร.9,229,222,5,2,นิติศักดิ์ ธรรมเพชร,67,0.30180180180180183
